1.75161	728
1.03351	870
1.73205	4942
1.02295	552
1.77068	244
1.75133	260
1.01129	576
1.82127	964
1.35227	360
1.8275	270
1.04444	162
1.85246	156
1.86442	202
1.40387	52
1.9014	64
1.87393	160
1.37778	190
1.87985	152
1.11111	20
1.05993	48
1.82912	30
1.38261	252
1.82588	6
1.88967	48
1.36915	362
1.54456	326
1.57778	64
1.83397	258
1.53382	376
1.37329	330
1.85566	264
1.55603	260
1.39009	304
1.7711	98
1.78982	138
1.38618	106
1.01276	174
1.04515	264
1.36192	140
1.34458	144
1.75218	164
1.05573	216
1.83101	348
1.51111	154
1.33129	552
1.55556	62
1.36536	186
1.39434	132
1.84685	72
1.54552	106
1.34825	428
1.53333	128
1.58901	66
1.40335	74
1.84765	78
1.56678	112
1.90023	16
1.44136	42
1.82858	32
1.81026	36
1.10017	60
1.06944	52
1.0378	46
1.52234	340
1.02222	172
1.33555	40
1.85831	392
1.7901	150
1.06667	122
1.03494	300
1.43518	8
1.03375	6
1.1459	10
1.88614	8
1.92296	36
1.42517	22
1.55746	66
1.41544	62
1.89242	60
1.1042	6
1.13399	6
1.91111	34
1.91692	32
1.37939	78
1.86283	48
1.56773	102
1.8415	58
1.79561	6
1.11709	2
1.1562	2
1.94289	4
1.40704	126
1.86243	104
1.35883	28
1.5918	14
1.36137	38
1.41474	22
1.93257	10
1.8668	14
1.00074	12
1.79395	16
1.12371	22
1.11377	24
1.81244	18
1.45314	24
1.43811	10
1.63345	8
1.84806	20
1.12239	30
1.08206	20
1.8623	6
1.05081	16
1.8153	290
1.80903	54
1.7718	262
1.06736	318
1.10151	110
1.86825	86
1.39894	104
1.84912	252
1.75556	10
1.60046	50
1.37652	24
1.42413	56
1.82547	32
1.88601	96
1.84284	240
1.35665	304
1.8368	214
1.79065	76
1.05713	136
1.87735	92
1.41107	120
1.07932	76
1.79148	70
1.77277	50
1.84069	64
1.08957	92
1.4	114
1.39328	8
1.62222	14
1.41753	40
1.6	42
1.92155	12
1.00173	6
1.44649	8
1.75415	38
1.02512	80
1.07795	132
1.75302	80
1.80917	92
1.77054	110
1.40528	4
1.57825	114
1.94835	10
1.02005	16
1.51893	8
1.54104	4
1.95404	6
1.43622	6
1.9164	2
1.89541	104
1.00296	8
1.45195	4
1.36843	6
1.57245	8
1.95088	8
1.12634	8
1.84752	18
1.79258	74
1.00099	10
1.93844	4
1.52817	10
1.39912	8
1.43053	8
1.04728	110
1.08889	68
1.80958	96
1.87076	100
1.00664	2
1.32068	2
1.38778	10
1.82831	52
1.80411	2
1.92924	16
1.40914	14
1.82993	18
1.88418	160
1.42794	148
1.86759	6
1.75724	6
1.14461	12
1.09499	12
1.84966	8
1.46211	14
1.63435	10
1.89854	6
1.37185	12
1.58994	132
1.86944	40
1.91305	12
1.46582	12
1.62405	8
1.94454	8
1.90555	22
1.87669	14
1.34513	4
1.80589	10
1.42014	50
1.89124	22
1.44496	28
1.34017	8
1.01568	20
1.5116	10
1.81121	14
1.11178	18
1.09161	26
1.81897	6
1.53526	10
1.86706	6
1.43208	54
1.61215	22
1.89906	32
1.33463	2
1.77402	20
1.92078	14
1.90762	42
1.85233	4
1.16809	2
1.42066	48
1.62268	12
1.8104	2
1.45873	6
1.41229	6
1.91408	22
1.85765	32
1.87893	14
1.57965	30
1.51307	4
1.54744	14
1.8123	18
1.02872	14
1.90594	30
1.44888	38
1.61123	38
1.06412	6
1.55984	4
1.3561	6
1.43656	24
1.56962	8
1.60185	32
1.32739	4
1.83639	6
1.52332	4
1.02053	6
1.14848	4
1.81571	2
1.90529	4
1.15812	4
1.36644	12
1.92771	2
1.90684	2
1.12173	4
1.18904	2
1.76145	2
1.88928	2
1.85486	32
1.397	40
1.52526	4
1.45772	10
1.89515	10
1.93576	8
1.97915	2
1.50012	6
1.64489	6
1.92655	2
1.92501	2
1.19029	4
1.15235	2
1.79973	2
1.46262	6
1.64444	4
1.47422	6
1.89033	4
1.94251	8
1.06203	2
1.9245	2
1.582	6
1.85273	4
1.73333	2
1.46986	2
1.61398	2
1.92694	2
1.66844	4
1.92796	2
1.9115	4
1.00468	8
1.38368	2
1.95745	4
1.59459	4
1.47891	2
1.60416	2
