1.83101	50
1.53382	50
1.73205	1992
1.37778	24
1.85246	20
1.84912	14
1.01129	100
1.75133	34
1.02222	28
1.92924	8
1.90023	8
1.40387	32
1.9014	22
1.07795	30
1.02512	22
1.84966	6
1.14461	14
1.09499	12
1.75724	10
1.06412	12
1.86759	8
1.397	32
1.61123	16
1.85486	32
1.88967	24
1.03923	18
1.44222	32
1.00468	16
1.59459	8
1.89854	18
1.47891	6
1.55556	10
1.36536	52
1.81897	2
1.91692	32
1.91111	24
1.0729	68
1.84872	8
1.13333	8
1.43208	12
1.54264	4
1.96123	4
1.6336	4
1.9115	2
1.06551	4
1.94454	14
1.21249	4
1.16577	4
1.07657	2
1.80219	2
1.12634	14
1.88614	10
1.44136	30
1.85765	16
1.79561	14
1.8153	44
1.52234	20
1.35227	28
1.09972	54
1.8881	6
1.75302	14
1.08889	18
1.05713	26
1.04728	70
1.07932	26
1.77555	8
1.1042	10
1.13399	6
1.57245	6
1.34825	14
1.36843	4
1.00296	2
1.01276	28
1.7711	6
1.75218	6
1.04515	30
1.77277	16
1.05573	10
1.7901	14
1.01568	26
1.03494	26
1.86442	18
1.03375	8
1.4	32
1.83236	10
1.40335	32
1.84765	18
1.96977	4
1.95088	4
1.89541	164
1.79065	10
1.91408	12
1.40914	16
1.36644	2
1.37939	48
1.82127	228
1.38261	152
1.57778	14
1.82831	10
1.10017	24
1.81026	26
1.36915	20
1.54456	16
1.8275	16
1.53333	4
1.03351	194
1.75161	172
1.05081	22
1.49088	10
1.94949	8
1.89242	12
1.62633	8
1.75556	10
1.82993	8
1.56773	32
1.41107	26
1.87735	14
1.60046	10
1.42413	16
1.86944	22
1.37652	34
1.93767	6
1.39009	16
1.0215	4
1.87985	14
1.06944	30
1.0378	76
1.96613	2
1.96425	6
1.97553	8
1.4269	16
1.45772	26
1.03947	12
1.02295	110
1.58527	12
1.87393	22
1.55603	12
1.82547	14
1.86243	18
1.40704	20
1.57825	8
1.8415	22
1.92078	10
1.5918	8
1.45314	8
1.37509	8
1.93257	6
1.08957	10
1.04303	2
1.04137	20
1.41474	40
1.94911	2
1.50522	2
1.39682	14
1.98774	12
1.00074	16
1.95391	12
1.48922	12
1.39204	6
1.62268	18
1.95896	4
1.47339	26
1.04018	24
1.94251	10
1.41177	16
1.1459	12
1.35883	14
1.80917	14
1.02728	12
1.85831	96
1.46211	24
1.63435	22
1.85233	10
1.90555	12
1.16809	8
1.1392	8
1.87235	2
1.92501	4
1.19029	4
1.15235	4
1.79973	6
1.06203	4
1.87893	18
1.51649	8
1.34568	2
1.32907	2
1.41544	22
1.55746	14
1.86283	14
1.84284	14
1.8368	24
1.56962	16
1.35665	26
1.58901	16
1.93576	20
1.89515	6
1.92347	6
1.62951	8
1.93269	4
1.96563	6
1.48391	6
1.986	4
1.06319	28
1.52656	6
1.61153	16
1.43036	16
1.66711	14
1.47422	10
1.60416	12
1.41753	86
1.47623	10
1.88719	8
1.57621	10
1.07772	22
1.10822	10
1.75921	12
1.44376	2
1.7718	186
1.06736	202
1.63345	8
1.43811	8
1.8623	10
1.75415	68
1.37329	16
1.80903	10
1.39894	20
1.88601	14
1.86825	12
1.43656	10
1.582	14
1.52461	4
1.96412	6
1.39434	26
1.87669	12
1.80958	18
1.89033	10
1.12239	14
1.64625	26
1.48291	28
1.92039	24
1.82858	22
1.42066	42
1.52753	10
1.1547	6
1.08206	8
1.84806	10
1.59645	4
1.64444	8
1.14201	6
1.5809	8
1.51633	6
1.42569	10
1.07978	6
1.77068	12
1.16683	10
1.05993	84
1.04444	14
1.64489	16
1.85086	6
1.1562	4
1.88653	2
1.11709	4
1.11111	6
1.38618	30
1.56678	24
1.84069	26
1.88418	46
1.57965	16
1.34127	2
1.80425	4
1.17442	8
1.82005	8
1.0548	8
1.94403	6
1.27792	4
1.17841	6
1.14977	2
1.73518	4
1.61765	2
1.36427	2
1.10039	2
1.13594	106
1.81394	98
1.58714	4
1.15812	32
1.47087	10
1.77054	4
1.83397	42
1.34458	18
1.85566	12
1.36192	34
1.66844	2
1.39328	6
1.89189	8
1.67066	2
1.92155	2
1.55031	18
1.61398	8
1.46986	12
1.92771	14
1.90762	8
1.97253	4
1.44649	10
1.38368	10
1.00099	10
1.39912	8
1.52817	12
1.04208	4
1.93844	6
1.47941	8
1.92694	8
1.90607	6
1.79808	2
1.45873	18
1.48673	6
1.93487	4
1.95404	4
1.94835	6
1.43622	20
1.02005	26
1.51893	4
1.42014	14
1.8668	8
1.12371	4
1.11377	8
1.79395	8
1.33129	64
1.51111	4
1.84685	10
1.54552	10
1.87076	8
1.82263	2
1.66103	2
1.65656	10
1.42794	32
1.58994	36
1.02488	4
1.70461	2
1.87353	2
1.36028	2
1.43518	20
1.69283	2
1.52137	16
1.62039	20
1.98252	4
1.23708	4
1.84311	4
1.20984	6
1.71154	8
1.38778	4
1.46684	30
1.66904	4
1.97403	2
1.58012	2
1.76607	6
1.64219	6
1.21371	4
1.53687	8
1.59366	2
1.89659	2
1.90801	28
1.5116	10
1.41229	16
1.94225	4
1.49485	4
1.50374	4
1.65835	4
1.41857	8
1.56742	4
1.44684	4
1.9218	4
1.51438	2
1.70098	2
1.83639	6
1.60754	2
1.67642	12
1.19278	2
1.62405	30
1.89828	2
1.94378	2
1.97853	2
1.18029	2
1.98563	2
1.52866	2
1.52332	4
1.44854	6
1.05853	2
1.99122	2
1.77736	4
1.18342	2
1.83801	2
1.89906	4
1.03303	2
1.53204	4
1.64849	10
1.50768	14
1.95669	14
1.46582	28
1.5834	6
1.71802	8
1.52946	4
1.9164	4
1.84752	8
1.79258	174
1.10151	178
1.00173	8
1.55413	14
1.08389	6
1.66459	4
1.67376	6
1.14374	8
1.7818	8
1.81121	2
1.11178	6
1.09161	12
1.44888	10
1.60185	8
1.90594	4
1.85273	4
1.79753	4
1.04775	12
1.82588	2
1.77402	4
1.02872	8
1.15748	4
1.09837	4
1.78443	2
1.92566	2
1.20062	2
1.98152	6
1.08616	82
1.86839	10
1.16131	2
1.92463	2
1.95745	4
1.51747	2
1.69064	2
1.90684	6
1.18904	2
1.12173	2
1.76145	4
1.88928	4
1.82912	10
1.89124	4
1.37401	2
1.44496	4
1.22283	2
1.5592	2
1.58745	2
1.7088	2
1.92873	2
1.0583	4
1.8104	4
1.44342	2
1.76229	2
1.77819	4
1.61215	4
1.62222	4
1.86468	2
1.63617	2
1.42517	12
1.91305	22
1.46262	4
1.15556	4
1.87419	4
1.20247	4
1.43053	2
1.78982	4
1.53768	2
1.14848	24
1.81571	24
1.90529	6
1.17778	2
1.92296	4
1.02584	8
1.50078	4
1.99642	6
1.07864	8
1.44034	4
1.55889	6
1.06967	2
1.13028	2
1.94987	8
1.52088	4
1.80493	2
1.68053	4
1.23468	2
1.49534	4
1.61673	2
1.00689	4
