1.73205	138
1.82993	2
1.05081	4
1.71716	4
1.16683	4
1.07772	4
1.75921	28
1.92463	4
1.78816	2
1.2814	4
1.14848	2
1.84806	2
1.02584	8
1.44136	4
1.87669	4
1.62268	2
1.88601	4
1.52332	2
1.39894	4
1.09432	2
1.68259	4
1.5592	4
1.90555	2
1.86825	2
1.16809	4
1.04775	22
1.45873	4
1.41229	6
1.71889	4
1.64489	4
1.5983	4
1.76397	4
1.92078	4
1.9146	2
1.37778	2
1.86442	2
1.15106	8
1.56363	4
1.43036	4
1.82005	2
1.71025	4
1.47623	2
1.39115	30
1.99493	30
1.37509	28
1.96123	26
1.86283	2
1.89242	4
1.33463	4
1.09747	4
1.46211	4
1.63042	4
1.53204	4
1.23488	4
1.81571	2
1.08889	4
1.86944	2
1.66904	2
1.64399	4
1.64625	2
1.39009	4
1.24444	2
1.88418	2
1.48091	4
1.48391	4
1.79753	4
1.1392	6
1.22343	2
1.86997	2
1.78485	2
1.82871	4
1.66992	4
1.66726	4
1.22101	4
1.77944	2
1.50177	2
1.69283	4
1.77611	2
1.26745	4
1.88732	4
1.06759	4
1.55063	2
1.50702	2
1.94911	2
1.13486	2
1.28486	2
1.92232	2
1.73177	2
